chr,start,end,name,signalValue ,pValue ,qValue,peak,ann_start,ann_end,gene,product
U00096.3,373204,373371,NA_peak_185,1.26359,8.88139,6.91752,87,372921,373871,gene=mhpF,product=acetaldehyde dehydrogenase (acetylating) MhpF
U00096.3,374298,374821,NA_peak_186,1.17007,4.56266,3.22241,209,373868,374881,gene=mhpE,product=4-hydroxy-2-oxovalerate aldolase
U00096.3,375097,375346,NA_peak_187,1.20495,5.75019,4.21884,130,375459,376670,gene=mhpT,product=3-hydroxyphenylpropionate/3-hydroxycinnamate:H(+) symporter
U00096.3,375712,376049,NA_peak_188,1.21989,6.4566,4.81539,133,375459,376670,gene=mhpT,product=3-hydroxyphenylpropionate/3-hydroxycinnamate:H(+) symporter
U00096.3,385308,385492,NA_peak_189,1.17053,4.20564,2.92728,89,385232,386194,gene=tauA,product=taurine ABC transporter periplasmic binding protein
U00096.3,385690,386107,NA_peak_190,1.22334,6.34911,4.72487,359,385232,386194,gene=tauA,product=taurine ABC transporter periplasmic binding protein
U00096.3,389203,389470,NA_peak_191,1.23128,6.95661,5.24135,216,388753,389727,gene=hemB,product=porphobilinogen synthase
U00096.3,391994,392227,NA_peak_192,1.22069,6.54847,4.89351,183,391739,392605,gene=insF2,product=IS3 element protein InsF
U00096.3,392345,392581,NA_peak_193,1.13765,3.25423,2.14064,146,391739,392605,gene=insF2,product=IS3 element protein InsF
U00096.3,395791,395947,NA_peak_194,1.17163,4.42404,3.10787,29,395130,396287,gene=ampH,product=peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase
U00096.3,402089,402540,NA_peak_195,1.40592,17.1539,14.5996,137,401747,403162,gene=phoA,product=alkaline phosphatase
U00096.3,410423,410637,NA_peak_196,1.14453,3.67825,2.49002,135,410144,411052,gene=mak,product=fructokinase
U00096.3,411013,411169,NA_peak_197,1.16237,4.1329,2.86721,84,410144,411052,gene=mak,product=fructokinase
U00096.3,412826,412979,NA_peak_198,1.20811,5.52655,4.03049,55,412607,415753,gene=sbcC,product=ATP-dependent structure-specific DNA nuclease - SbcC subunit
U00096.3,417711,417884,NA_peak_199,1.18214,4.69759,3.33512,68,417142,417831,gene=phoB,product=DNA-binding transcriptional dual regulator PhoB
U00096.3,420235,420515,NA_peak_200,1.29853,10.8562,8.68904,114,419591,420910,gene=brnQ,product=branched chain amino acid transporter BrnQ
U00096.3,423162,423399,NA_peak_201,1.26988,8.81618,6.85935,132,422518,424332,gene=malZ,product=maltodextrin glucosidase
U00096.3,424035,424192,NA_peak_202,1.34077,12.8272,10.5051,86,422518,424332,gene=malZ,product=maltodextrin glucosidase
U00096.3,425300,425751,NA_peak_203,1.19446,5.42665,3.94619,349,425011,426081,gene=queA,product=tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase
U00096.3,427916,428088,NA_peak_204,1.12298,2.80749,1.77399,105,427647,429494,gene=secD,product=Sec translocon accessory complex subunit SecD
U00096.3,428248,428558,NA_peak_205,1.15552,4.06138,2.8074,217,427647,429494,gene=secD,product=Sec translocon accessory complex subunit SecD
U00096.3,433482,433811,NA_peak_206,1.24538,8.3226,6.42478,280,433455,434558,gene=ribD,product=fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
U00096.3,438467,438751,NA_peak_207,1.20175,5.66929,4.15019,168,438315,440177,gene=dxs,product=1-deoxy-D-xylulose-5-phosphate synthase
U00096.3,439778,440041,NA_peak_208,1.11151,2.37033,1.4185,28,438315,440177,gene=dxs,product=1-deoxy-D-xylulose-5-phosphate synthase
U00096.3,442317,442480,NA_peak_209,1.21888,6.06499,4.48462,112,441549,442997,gene=thiI,product=tRNA uridine 4-sulfurtransferase
U00096.3,443280,443620,NA_peak_210,1.2757,9.08259,7.09575,251,443051,443641,gene=yajL,product=protein/nucleic acid deglycase 3
U00096.3,443280,443620,NA_peak_210,1.2757,9.08259,7.09575,251,443604,444515,gene=panE,product=2-dehydropantoate 2-reductase
U00096.3,446087,446321,NA_peak_211,1.17918,4.39416,3.08275,183,445302,446666,gene=yajR,product=putative transport protein YajR
U00096.3,447227,447430,NA_peak_212,1.13032,2.93915,1.88179,129,446815,447705,gene=cyoE,product=heme O synthase
U00096.3,449138,449408,NA_peak_213,1.19492,4.85657,3.46789,216,448650,450641,gene=cyoB,product=cytochrome bo3 subunit 1
U00096.3,455921,456207,NA_peak_214,1.16737,4.45571,3.1341,174,455133,456431,gene=tig,product=trigger factor
U00096.3,460669,460923,NA_peak_215,1.20793,5.53101,4.03431,224,458888,461242,gene=lon,product=Lon protease
U00096.3,464050,464405,NA_peak_216,1.24659,7.28162,5.51882,299,463937,464308,gene=ybaV,product=helix-hairpin-helix 3 family protein
U00096.3,464050,464405,NA_peak_216,1.24659,7.28162,5.51882,299,464402,464800,gene=fadM,product=long-chain acyl-CoA thioesterase FadM
U00096.3,465323,465486,NA_peak_217,1.24588,7.21204,5.46012,105,464852,465547,gene=queC,product=7-cyano-7-deazaguanine synthase
U00096.3,466958,467226,NA_peak_218,1.22461,6.89714,5.19095,121,465612,467312,gene=ybaE,product=uncharacterized protein YbaE
U00096.3,470550,471050,NA_peak_219,1.24284,7.66611,5.8516,109,468871,470643,gene=mdlA,product=ABC transporter family protein MdlA
U00096.3,470550,471050,NA_peak_219,1.24284,7.66611,5.8516,109,470636,472417,gene=mdlB,product=ABC transporter family protein MdlB
U00096.3,471853,472332,NA_peak_220,1.1407,3.57642,2.40561,98,470636,472417,gene=mdlB,product=ABC transporter family protein MdlB
U00096.3,473791,474147,NA_peak_221,1.2399,7.51336,5.7187,94,472966,474252,gene=amtB,product=ammonium transporter
U00096.3,476033,476223,NA_peak_222,1.11257,2.35878,1.40883,32,475982,476371,gene=ybaZ,product=DNA base-flipping protein
U00096.3,481639,481806,NA_peak_223,1.19979,5.7382,4.20859,73,481254,484403,gene=acrB,product=multidrug efflux pump RND permease AcrB
U00096.3,486847,487131,NA_peak_224,1.1547,3.7799,2.57462,83,486536,489898,gene=mscK,product=potassium dependent%2C small conductance mechanosensitive channel
U00096.3,488898,489047,NA_peak_225,1.14665,3.4465,2.29829,5,486536,489898,gene=mscK,product=potassium dependent%2C small conductance mechanosensitive channel
U00096.3,490554,490728,NA_peak_226,1.19561,5.09525,3.66851,150,490285,490812,gene=priC,product=primosomal replication protein N''
U00096.3,492704,493054,NA_peak_227,1.37905,16.1108,13.5997,110,492092,494023,gene=dnaX,protein_id=NP_415003.1
U00096.3,492704,493054,NA_peak_227,1.37905,16.1108,13.5997,110,492092,493375,gbkey=CDS,orig_transcript_id=gnl|b0470|mrna.CDS492
U00096.3,493155,493428,NA_peak_228,1.20367,6.15159,4.55753,215,492092,494023,gene=dnaX,protein_id=NP_415003.1
U00096.3,493155,493428,NA_peak_228,1.20367,6.15159,4.55753,215,492092,493375,gbkey=CDS,orig_transcript_id=gnl|b0470|mrna.CDS492
U00096.3,493155,493428,NA_peak_228,1.20367,6.15159,4.55753,215,493375,493386,gbkey=CDS,orig_transcript_id=gnl|b0470|mrna.CDS492
U00096.3,493576,493752,NA_peak_229,1.3305,12.7211,10.4064,58,492092,494023,gene=dnaX,protein_id=NP_415003.1
U00096.3,494345,494509,NA_peak_230,1.36907,16.1369,13.6245,100,494076,494405,gene=ybaB,product=putative nucleoid-associated protein YbaB
U00096.3,494345,494509,NA_peak_230,1.36907,16.1369,13.6245,100,494405,495010,gene=recR,product=recombination mediator protein RecR
U00096.3,496659,496813,NA_peak_231,1.13386,3.17023,2.07114,27,495120,496994,gene=htpG,product=chaperone protein HtpG
U00096.3,502382,502596,NA_peak_232,1.17424,4.5575,3.21805,136,501562,503238,gene=ybaL,product=putative transporter YbaL
U00096.3,502766,503047,NA_peak_233,1.11562,2.51332,1.53459,142,501562,503238,gene=ybaL,product=putative transporter YbaL
U00096.3,504198,504412,NA_peak_234,1.15144,3.42675,2.28304,105,503476,504696,gene=fsr,product=fosmidomycin efflux pump
U00096.3,508557,508738,NA_peak_235,1.33631,12.271,9.98891,107,508218,508559,gene=ybaQ,product=DNA-binding transcriptional regulator YbaQ
U00096.3,509094,509426,NA_peak_236,1.26308,9.03317,7.05131,81,508875,511379,gene=copA,protein_id=NP_415017.1
U00096.3,509531,509701,NA_peak_237,1.14175,3.4706,2.31845,49,508875,511379,gene=copA,protein_id=NP_415017.1
U00096.3,510117,510385,NA_peak_238,1.21813,6.8683,5.1661,157,508875,511379,gene=copA,protein_id=NP_415017.1
U00096.3,510684,510922,NA_peak_239,1.20286,5.63372,4.11988,108,508875,511379,gene=copA,protein_id=NP_415017.1
U00096.3,512248,512437,NA_peak_240,1.26193,9.80362,7.73979,67,511641,512573,gene=glsA,product=glutaminase 1
U00096.3,512763,512918,NA_peak_241,1.25135,8.88616,6.92148,67,512576,513868,gene=ybaT,product=putative transporter YbaT
U00096.3,514086,514352,NA_peak_242,1.22637,8.14372,6.2683,134,513993,514400,gene=cueR,product=DNA-binding transcriptional dual regulator CueR
U00096.3,517475,517719,NA_peak_243,1.21116,6.44225,4.80412,102,517425,518279,gene=cnoX,product=chaperedoxin
U00096.3,517929,518088,NA_peak_244,1.10568,2.29372,1.35558,12,517425,518279,gene=cnoX,product=chaperedoxin
U00096.3,519459,519638,NA_peak_245,1.2175,6.16304,4.56705,69,519139,519765,gene=tesA,product=multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1
U00096.3,520075,520617,NA_peak_246,1.25817,8.99741,7.02061,331,519733,520419,gene=ybbA,product=putative ABC transporter ATP-binding protein YbbA
U00096.3,520075,520617,NA_peak_246,1.25817,8.99741,7.02061,331,520416,522830,gene=ybbP,product=putative ABC transporter membrane subunit YbbP
U00096.3,521121,521839,NA_peak_247,1.22481,7.40246,5.62362,144,520416,522830,gene=ybbP,product=putative ABC transporter membrane subunit YbbP
U00096.3,522415,522768,NA_peak_248,1.31245,11.7213,9.48029,248,520416,522830,gene=ybbP,product=putative ABC transporter membrane subunit YbbP
U00096.3,523502,523660,NA_peak_249,1.39126,15.9735,13.4687,70,523261,527541,gene=rhsD,product=protein RhsD
U00096.3,523777,524023,NA_peak_250,1.20143,5.99137,4.42173,201,523261,527541,gene=rhsD,product=protein RhsD
U00096.3,524766,525713,NA_peak_251,1.30258,12.0041,9.74163,373,523261,527541,gene=rhsD,product=protein RhsD
U00096.3,525918,526313,NA_peak_252,1.34184,13.3636,11.0081,137,523261,527541,gene=rhsD,product=protein RhsD
U00096.3,530699,531101,NA_peak_253,1.23443,6.87706,5.17373,47,530132,531226,gene=selU,product=tRNA 2-selenouridine synthase
U00096.3,533345,533496,NA_peak_254,1.21619,5.77875,4.24326,102,533011,533826,gene=allR,product=DNA-binding transcriptional repressor AllR
U00096.3,539357,539856,NA_peak_255,1.2701,9.49638,7.46543,377,539147,540508,gene=allB,product=allantoinase
U00096.3,542057,542412,NA_peak_256,1.28129,9.00416,7.02655,244,541888,543033,gene=glxK,product=glycerate 2-kinase 2
U00096.3,546929,547085,NA_peak_257,1.17837,4.35802,3.05367,55,546680,548347,gene=fdrA,product=putative oxamate carbamoyltransferase FdrA
U00096.3,547604,547776,NA_peak_258,1.16905,4.33299,3.0326,80,546680,548347,gene=fdrA,product=putative oxamate carbamoyltransferase FdrA
U00096.3,548672,548893,NA_peak_259,1.29142,10.8471,8.68076,129,548357,549616,gene=ylbE,product=DUF1116 domain-containing protein YlbE
U00096.3,549923,550186,NA_peak_260,1.22013,6.851,5.15114,141,549627,550442,gene=ylbF,product=DUF2877 domain-containing protein YlbF
U00096.3,552522,552879,NA_peak_261,1.14967,3.78807,2.58029,37,551527,552594,gene=purK,product=5-(carboxyamino)imidazole ribonucleotide synthase
U00096.3,552522,552879,NA_peak_261,1.14967,3.78807,2.58029,37,552591,553100,gene=purE,product=N(5)-carboxyaminoimidazole ribonucleotide mutase
U00096.3,554947,555213,NA_peak_262,1.22284,6.41425,4.77993,171,554611,555996,gene=cysS,product=cysteine--tRNA ligase
U00096.3,555321,555473,NA_peak_263,1.14224,3.40243,2.26264,132,554611,555996,gene=cysS,product=cysteine--tRNA ligase
U00096.3,567496,567714,NA_peak_264,1.21282,5.75674,4.22431,143,567138,568004,gene=insF3,product=IS3 element protein InsF
U00096.3,573365,573521,NA_peak_265,1.23552,6.63917,4.97076,95,573084,573374,gene=ybcO,product=putative nuclease YbcO
U00096.3,573365,573521,NA_peak_265,1.23552,6.63917,4.97076,95,573371,573733,gene=rusA,product=crossover junction endodeoxyribonuclease RusA
U00096.3,575071,575478,NA_peak_266,1.19294,5.45409,3.96866,45,574737,575717,gene=insH2,product=IS5 family transposase and trans-activator
U00096.3,589298,589499,NA_peak_267,1.23976,7.42091,5.63973,129,587982,590954,gene=nfrA,product=exopolysaccharide secretion system outer membrane protein NfrA
U00096.3,589643,589792,NA_peak_268,1.16536,3.92255,2.69279,73,587982,590954,gene=nfrA,product=exopolysaccharide secretion system outer membrane protein NfrA
U00096.3,590278,590552,NA_peak_269,1.18825,4.96667,3.55997,152,587982,590954,gene=nfrA,product=exopolysaccharide secretion system outer membrane protein NfrA
U00096.3,591211,591477,NA_peak_270,1.1309,3.10539,2.01769,260,590941,593178,gene=nfrB,product=cyclic di-3'%2C5'-guanylate-activated glycosyltransferase
U00096.3,591609,591773,NA_peak_271,1.15445,3.76458,2.56182,8,590941,593178,gene=nfrB,product=cyclic di-3'%2C5'-guanylate-activated glycosyltransferase
U00096.3,592764,592914,NA_peak_272,1.19834,4.93873,3.5361,30,590941,593178,gene=nfrB,product=cyclic di-3'%2C5'-guanylate-activated glycosyltransferase
U00096.3,593483,593636,NA_peak_273,1.11832,2.51242,1.53383,151,593328,594770,gene=cusS,product=sensor histidine kinase CusS
U00096.3,595718,595965,NA_peak_274,1.25905,7.73077,5.9075,122,595600,596973,gene=cusC,product=copper/silver export system outer membrane channel
U00096.3,598258,598593,NA_peak_275,1.2835,9.58198,7.54197,141,597479,598702,gene=cusB,product=copper/silver export system membrane fusion protein
U00096.3,601492,601776,NA_peak_276,1.25845,8.26234,6.37132,174,598714,601857,gene=cusA,product=copper/silver export system RND permease
U00096.3,602976,603219,NA_peak_277,1.2006,5.42176,3.94202,188,601959,603335,gene=pheP,product=phenylalanine:H(+) symporter PheP
U00096.3,608388,608536,NA_peak_278,1.20272,5.44645,3.96229,25,608065,609177,gene=insL2,product=IS186/IS421 family transposase
U00096.3,613330,613497,NA_peak_279,1.1732,4.18229,2.90744,81,612737,613939,gene=fes,product=ferric enterobactin esterase
U00096.3,614681,614843,NA_peak_280,1.27081,8.75093,6.80235,57,614157,618038,gene=entF,product=apo-serine activating enzyme
U00096.3,615402,615591,NA_peak_281,1.19009,5.13112,3.69822,90,614157,618038,gene=entF,product=apo-serine activating enzyme
U00096.3,616130,616319,NA_peak_282,1.23049,7.0371,5.31004,124,614157,618038,gene=entF,product=apo-serine activating enzyme
U00096.3,616832,617287,NA_peak_283,1.14904,3.95059,2.71553,246,614157,618038,gene=entF,product=apo-serine activating enzyme
U00096.3,620763,621069,NA_peak_284,1.30368,11.4091,9.19358,233,620196,621188,gene=fepG,product=ferric enterobactin ABC transporter membrane subunit FepG
U00096.3,621676,622070,NA_peak_285,1.21946,6.8414,5.14292,162,621185,622189,gene=fepD,product=ferric enterobactin ABC transporter membrane subunit FebD
U00096.3,622957,623510,NA_peak_286,1.28241,9.77734,7.71624,413,622300,623550,gene=entS,product=enterobactin exporter EntS
U00096.3,624221,624373,NA_peak_287,1.21986,6.24335,4.63575,113,623554,624510,gene=fepB,product=ferric enterobactin ABC transporter periplasmic binding protein
U00096.3,625717,625882,NA_peak_288,1.17625,4.5067,3.17659,87,624885,626060,gene=entC,product=isochorismate synthase EntC
U00096.3,628873,629126,NA_peak_289,1.32241,12.2973,10.0131,113,628551,629297,gene=entA,product=2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase
U00096.3,629481,629630,NA_peak_290,1.2061,5.582,4.07697,110,629300,629713,gene=entH,product=proofreading thioesterase in enterobactin biosynthesis
U00096.3,631978,632389,NA_peak_291,1.29321,10.0497,7.96027,262,629894,631999,gene=cstA,product=pyruvate transporter CstA
U00096.3,631978,632389,NA_peak_291,1.29321,10.0497,7.96027,262,632182,632379,gene=ybdD,product=PF04328 family protein YbdD
U00096.3,632598,632833,NA_peak_292,1.24382,7.97765,6.1227,109,632389,633477,gene=hcxA,product=hydroxycarboxylate dehydrogenase A
U00096.3,633002,633279,NA_peak_293,1.37332,16.0661,13.5567,102,632389,633477,gene=hcxA,product=hydroxycarboxylate dehydrogenase A
U00096.3,633647,633952,NA_peak_294,1.342,12.4111,10.1181,201,633586,634746,gene=ybdL,product=methionine transaminase
U00096.3,634156,634380,NA_peak_295,1.19076,4.68982,3.32928,134,633586,634746,gene=ybdL,product=methionine transaminase
U00096.3,634605,634774,NA_peak_296,1.20347,5.18949,3.74658,121,633586,634746,gene=ybdL,product=methionine transaminase
U00096.3,634605,634774,NA_peak_296,1.20347,5.18949,3.74658,121,634747,635376,gene=ybdM,product=ParB-like nuclease domain-containing protein YbdM
U00096.3,640174,640386,NA_peak_297,1.24995,7.32528,5.5565,74,639753,641318,gene=ahpF,product=alkyl hydroperoxide reductase%2C AhpF component
U00096.3,640772,641179,NA_peak_298,1.18758,4.93114,3.53091,274,639753,641318,gene=ahpF,product=alkyl hydroperoxide reductase%2C AhpF component
U00096.3,643625,643810,NA_peak_299,1.16329,3.88279,2.65928,140,643557,643967,gene=rnk,product=nucleoside diphosphate kinase regulator
U00096.3,647388,647544,NA_peak_300,1.22315,6.58059,4.92089,100,646631,647509,gene=citG,product=triphosphoribosyl-dephospho-CoA synthase
U00096.3,647388,647544,NA_peak_300,1.22315,6.58059,4.92089,100,647484,648035,gene=citX,product=apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
U00096.3,648456,648723,NA_peak_301,1.247,7.93006,6.08153,104,648039,649571,gene=citF,product=citrate lyase alpha subunit
U00096.3,658077,658259,NA_peak_302,1.16866,3.89945,2.67345,28,657555,657938,gene=crcB,product=F(-) channel protein
U00096.3,664217,664459,NA_peak_303,1.24229,7.53974,5.74102,72,664102,665190,gene=rlpA,product=rare lipoprotein RlpA
U00096.3,664965,665241,NA_peak_304,1.18114,4.59855,3.25281,175,664102,665190,gene=rlpA,product=rare lipoprotein RlpA
U00096.3,664965,665241,NA_peak_304,1.18114,4.59855,3.25281,175,665201,666313,gene=mrdB,product=peptidoglycan glycosyltransferase MrdB
U00096.3,668333,668511,NA_peak_305,1.23038,7.21526,5.46296,134,668248,668715,gene=rlmH,product=23S rRNA m(3)psi1915 methyltransferase
U00096.3,672530,672697,NA_peak_306,1.20431,5.88789,4.3351,26,672201,674783,gene=leuS,product=leucine--tRNA ligase
U00096.3,673362,673663,NA_peak_307,1.17472,4.45515,3.13386,92,672201,674783,gene=leuS,product=leucine--tRNA ligase
U00096.3,674442,674639,NA_peak_308,1.342,12.4111,10.1181,101,672201,674783,gene=leuS,product=leucine--tRNA ligase
U00096.3,682376,682611,NA_peak_309,1.24656,7.18955,5.44093,111,681723,683393,gene=hscC,product=chaperone protein HscC
U00096.3,688535,688708,NA_peak_310,1.18741,5.13743,3.70356,30,687997,688977,gene=insH3,product=IS5 family transposase and trans-activator
U00096.3,693071,693231,NA_peak_311,1.17953,4.22489,2.9425,93,692338,693378,gene=ybeZ,product=PhoH-like protein
U00096.3,706985,707154,NA_peak_312,1.16783,3.94715,2.71256,51,706093,707757,gene=glnS,product=glutamine--tRNA ligase
U00096.3,711625,711970,NA_peak_313,1.25338,7.46317,5.6754,32,711605,711898,gene=ybfE,product=ribbon-helix-helix domain-containing protein YbfE
U00096.3,713115,713325,NA_peak_314,1.14145,3.09655,2.01157,112,712987,713532,gene=seqA,product=negative modulator of initiation of replication
U00096.3,714565,714757,NA_peak_315,1.14958,3.5076,2.34862,133,713558,715198,gene=pgm,product=phosphoglucomutase
U00096.3,721436,721649,NA_peak_316,1.35568,13.339,10.9852,111,721056,721733,gene=kdpE,product=DNA-binding transcriptional activator KdpE
U00096.3,722353,722539,NA_peak_317,1.1538,3.73938,2.54053,110,721730,724414,gene=kdpD,product=sensor histidine kinase KdpD
U00096.3,723288,723687,NA_peak_318,1.24744,7.65652,5.84328,91,721730,724414,gene=kdpD,product=sensor histidine kinase KdpD
U00096.3,725376,725547,NA_peak_319,1.13099,2.92215,1.86763,81,724988,727036,gene=kdpB,product=K(+) transporting P-type ATPase subunit KdpB
